date,day_of_week,students,meals_prepared,meals_sold,previous_waste_kg,rain,holiday,exam_day,special_event,temperature,food_waste_kg
2024-01-03,Wednesday,245,219,205,5.2,0,0,0,0,37.2,1.1
2024-01-04,Thursday,237,239,205,7.77,0,0,0,0,30.0,4.69
2024-01-05,Friday,227,209,196,1.3,0,0,1,0,33.6,2.54
2024-01-06,Saturday,437,429,392,7.77,1,0,0,0,29.5,5.36
2024-01-07,Sunday,269,261,232,3.81,1,0,0,0,33.1,4.47
2024-01-08,Monday,640,585,558,3.68,0,0,0,0,21.3,1.17
2024-01-09,Tuesday,601,622,593,4.8,1,0,0,0,29.2,5.72
2024-01-10,Wednesday,649,697,601,8.7,1,0,0,0,23.4,9.87
2024-01-11,Thursday,314,320,271,7.09,1,0,1,0,29.7,2.16
2024-01-12,Friday,331,358,314,6.51,1,0,0,0,30.9,5.52
2024-01-13,Saturday,618,595,537,4.51,0,0,0,0,33.0,5.05
2024-01-14,Sunday,156,134,130,1.0,0,0,0,0,31.4,0.5
2024-01-15,Monday,479,155,140,2.98,0,1,0,0,27.3,4.21
2024-01-16,Tuesday,300,293,253,4.68,0,0,1,0,25.2,3.07
2024-01-17,Wednesday,234,218,197,3.82,0,0,0,0,17.3,1.37
2024-01-18,Thursday,296,274,258,5.84,0,0,0,0,29.3,4.17
2024-01-19,Friday,773,843,777,6.46,1,0,1,0,34.7,7.14
2024-01-20,Saturday,530,521,471,10.0,0,0,0,0,29.5,4.43
2024-01-21,Sunday,697,179,167,5.76,1,1,0,0,28.6,4.34
2024-01-22,Monday,434,429,388,4.21,0,0,0,0,29.7,2.5
2024-01-23,Tuesday,231,217,204,1.0,0,0,0,0,27.1,0.5
2024-01-24,Wednesday,663,618,587,8.5,0,0,0,0,30.0,2.09
2024-01-25,Thursday,672,701,615,6.72,0,0,0,0,27.0,8.04
2024-01-26,Friday,535,587,515,8.13,0,0,0,0,24.5,6.2
2024-01-27,Saturday,620,593,518,5.42,0,0,0,0,28.6,4.54
2024-01-28,Sunday,268,265,237,6.92,0,0,0,0,28.5,2.9
2024-01-29,Monday,545,544,487,7.16,0,0,0,0,38.4,8.83
2024-01-30,Tuesday,681,713,632,5.0,0,0,1,0,25.0,7.85
2024-01-31,Wednesday,410,449,407,1.29,1,0,0,0,28.2,5.43
2024-02-01,Thursday,405,398,350,5.48,0,0,0,0,27.7,2.87
2024-02-02,Friday,375,369,350,4.44,0,0,0,0,26.8,2.76
2024-02-03,Saturday,202,239,209,5.52,1,0,0,0,31.6,4.48
2024-02-04,Sunday,649,193,177,1.98,0,1,0,0,40.2,1.28
2024-02-05,Monday,655,631,595,3.32,1,0,0,1,27.4,4.05
2024-02-06,Tuesday,513,562,502,2.4,1,0,0,0,31.6,5.15
2024-02-07,Wednesday,429,400,358,3.82,1,0,0,0,19.4,5.44
2024-02-08,Thursday,742,666,631,1.49,0,0,0,0,27.0,2.21
2024-02-09,Friday,307,320,283,3.25,1,0,0,0,36.8,3.98
2024-02-10,Saturday,781,228,198,4.74,1,1,1,0,28.7,5.06
2024-02-11,Sunday,208,199,187,3.72,0,0,0,1,31.5,2.87
2024-02-12,Monday,277,270,246,2.61,0,0,0,0,25.9,0.7
2024-02-13,Tuesday,264,239,226,3.7,0,0,0,0,30.3,0.87
2024-02-14,Wednesday,358,370,340,6.81,1,0,0,1,37.2,5.88
2024-02-15,Thursday,675,619,561,5.19,0,0,0,0,23.2,3.97
2024-02-16,Friday,670,665,607,3.39,1,0,0,0,39.9,8.71
2024-02-17,Saturday,701,252,214,6.0,0,1,0,0,21.3,6.87
2024-02-18,Sunday,386,391,352,6.61,1,0,0,0,26.6,7.82
2024-02-19,Monday,430,471,418,4.16,0,0,0,0,24.8,6.25
2024-02-20,Tuesday,508,607,531,5.44,0,0,0,1,27.6,6.75
2024-02-21,Wednesday,350,332,301,1.0,0,0,1,0,24.8,2.02
2024-02-22,Thursday,427,399,377,2.88,0,0,0,0,24.4,1.38
2024-02-23,Friday,384,394,362,2.6,0,0,1,0,23.1,1.89
2024-02-24,Saturday,643,662,617,2.23,0,0,0,0,32.2,1.7
2024-02-25,Sunday,153,51,43,2.28,0,1,0,0,27.8,1.37
2024-02-26,Monday,591,171,166,2.77,1,1,1,0,26.5,3.02
2024-02-27,Tuesday,178,211,182,3.76,1,0,0,0,30.4,3.71
2024-02-28,Wednesday,258,74,73,1.97,0,1,1,0,21.5,5.24
2024-02-29,Thursday,759,708,663,7.72,0,0,0,0,30.5,4.24
2024-03-01,Friday,224,223,201,4.26,0,0,0,0,28.5,1.77
2024-03-02,Saturday,295,314,265,6.37,1,0,1,0,28.7,9.21
2024-03-03,Sunday,277,297,259,7.85,0,0,0,0,31.6,2.72
2024-03-04,Monday,191,208,189,5.32,0,0,1,0,37.2,1.05
2024-03-05,Tuesday,505,546,491,5.03,0,0,1,0,30.6,4.9
2024-03-06,Wednesday,190,167,154,1.0,1,0,0,0,28.0,1.69
2024-03-07,Thursday,183,188,158,3.48,0,0,0,0,23.1,4.46
2024-03-08,Friday,166,144,142,5.23,1,0,0,0,17.0,2.9
2024-03-09,Saturday,302,288,265,5.53,0,0,0,0,29.6,0.73
2024-03-10,Sunday,527,176,159,2.77,0,1,0,0,22.7,3.11
2024-03-11,Monday,737,741,675,5.99,0,0,0,0,16.3,6.14
2024-03-12,Tuesday,748,718,679,4.88,0,0,0,0,27.2,1.84
2024-03-13,Wednesday,778,715,670,3.87,0,0,0,0,30.2,4.23
2024-03-14,Thursday,491,587,518,5.29,0,0,1,1,32.7,5.89
2024-03-15,Friday,176,192,170,2.54,0,0,0,0,34.3,0.5
2024-03-16,Saturday,436,473,404,7.18,0,0,0,0,33.4,4.15
2024-03-17,Sunday,795,843,756,5.38,0,0,0,0,33.5,5.72
2024-03-18,Monday,317,124,91,6.91,1,1,1,0,21.7,4.92
2024-03-19,Tuesday,759,741,676,6.06,0,0,0,0,28.3,5.77
2024-03-20,Wednesday,417,413,386,1.99,0,0,0,0,31.9,1.93
2024-03-21,Thursday,604,613,584,5.94,0,0,1,0,29.2,2.71
2024-03-22,Friday,550,584,535,7.9,0,0,0,0,28.2,3.9
2024-03-23,Saturday,625,598,550,10.79,0,0,0,0,29.1,6.85
2024-03-24,Sunday,783,886,778,10.91,0,0,1,1,30.2,9.03
2024-03-25,Monday,707,749,692,4.06,0,0,1,0,28.6,2.53
2024-03-26,Tuesday,725,659,591,6.62,0,0,0,0,24.8,6.33
2024-03-27,Wednesday,279,249,221,8.59,1,0,0,0,20.5,6.61
2024-03-28,Thursday,512,488,434,4.07,0,0,0,0,28.0,4.62
2024-03-29,Friday,441,369,341,1.75,0,0,0,0,29.3,1.81
2024-03-30,Saturday,520,550,483,5.48,0,0,0,0,29.2,5.39
2024-03-31,Sunday,178,168,164,1.0,0,0,0,0,33.8,0.5
2024-04-01,Monday,298,104,93,2.01,1,1,1,0,34.7,6.53
2024-04-02,Tuesday,445,130,114,2.19,0,1,0,0,28.5,4.82
2024-04-03,Wednesday,160,185,169,4.67,0,0,0,1,28.5,2.58
2024-04-04,Thursday,661,639,583,3.25,0,0,0,0,31.9,4.73
2024-04-05,Friday,262,259,234,4.11,0,0,0,0,31.1,0.52
2024-04-06,Saturday,336,295,280,1.95,0,0,0,0,26.8,1.09
2024-04-07,Sunday,376,348,322,4.92,0,0,0,0,32.3,4.12
2024-04-08,Monday,459,479,423,6.77,0,0,0,0,28.3,6.28
2024-04-09,Tuesday,247,218,196,5.32,0,0,0,0,28.4,1.94
2024-04-10,Wednesday,204,62,56,4.44,0,1,0,0,31.2,3.55
2024-04-11,Thursday,772,853,773,5.78,0,0,1,0,27.5,8.93
2024-04-12,Friday,555,528,491,4.53,0,0,0,0,29.5,3.41
2024-04-13,Saturday,218,179,177,5.26,1,0,0,0,30.5,4.19
2024-04-14,Sunday,461,526,464,6.71,0,0,0,1,33.1,7.34
2024-04-15,Monday,438,460,404,7.18,0,0,1,0,32.7,8.37
2024-04-16,Tuesday,697,716,637,4.65,0,0,0,0,30.3,6.63
2024-04-17,Wednesday,297,325,286,6.36,0,0,0,0,16.0,4.72
2024-04-18,Thursday,616,691,621,2.96,0,0,1,1,30.2,6.45
2024-04-19,Friday,393,395,376,1.0,1,0,1,0,31.0,2.79
2024-04-20,Saturday,640,587,571,1.76,1,0,0,0,32.0,4.99
2024-04-21,Sunday,656,631,570,6.62,0,0,0,0,24.2,5.45
2024-04-22,Monday,514,514,450,7.09,0,0,0,0,18.4,6.06
2024-04-23,Tuesday,631,725,622,6.7,0,0,0,0,33.0,5.64
2024-04-24,Wednesday,350,405,351,2.01,0,0,0,0,22.9,0.9
2024-04-25,Thursday,303,325,304,5.37,1,0,0,1,35.1,3.4
2024-04-26,Friday,599,647,584,7.02,0,0,1,0,26.1,1.05
2024-04-27,Saturday,650,619,558,6.63,0,0,0,0,23.9,8.15
2024-04-28,Sunday,222,214,196,6.96,0,0,0,0,30.7,4.18
2024-04-29,Monday,445,411,387,4.09,0,0,0,0,32.1,3.56
2024-04-30,Tuesday,166,144,124,1.81,1,0,0,1,31.8,4.64
2024-05-01,Wednesday,790,242,232,5.44,0,1,0,0,31.5,2.29
2024-05-02,Thursday,366,102,87,2.59,0,1,0,0,25.5,2.96
2024-05-03,Friday,210,194,193,2.37,0,0,0,0,21.4,0.5
2024-05-04,Saturday,765,822,712,7.58,1,0,0,0,27.1,13.04
2024-05-05,Sunday,191,199,174,2.38,1,0,1,0,23.3,0.5
2024-05-06,Monday,174,190,161,3.34,0,0,0,0,31.2,4.52
2024-05-07,Tuesday,188,192,169,6.5,0,0,0,0,33.4,0.5
2024-05-08,Wednesday,280,274,258,1.46,0,0,1,0,29.9,1.09
2024-05-09,Thursday,647,643,583,7.73,0,0,0,0,29.0,4.76
2024-05-10,Friday,378,414,362,2.03,0,0,0,0,27.4,4.28
2024-05-11,Saturday,257,273,238,7.31,0,0,1,0,33.9,3.26
2024-05-12,Sunday,321,275,248,7.06,0,0,0,0,19.8,2.68
2024-05-13,Monday,584,160,152,1.1,0,1,0,0,23.0,2.55
2024-05-14,Tuesday,627,682,603,6.99,1,0,0,0,38.1,9.62
2024-05-15,Wednesday,251,249,212,5.69,0,0,1,0,22.7,5.39
2024-05-16,Thursday,673,698,620,5.7,0,0,0,0,31.7,7.92
2024-05-17,Friday,424,413,390,7.15,0,0,0,0,32.7,0.69
2024-05-18,Saturday,762,667,635,4.3,0,0,0,0,19.4,6.31
2024-05-19,Sunday,193,222,200,2.77,0,0,0,0,20.3,0.5
2024-05-20,Monday,166,50,40,3.19,1,1,0,0,35.3,4.21
2024-05-21,Tuesday,479,496,450,3.7,0,0,0,0,24.1,5.63
2024-05-22,Wednesday,718,605,583,3.75,1,0,0,0,24.3,4.04
2024-05-23,Thursday,646,684,628,4.77,0,0,0,0,26.4,4.36
2024-05-24,Friday,161,219,188,2.8,0,0,0,1,24.1,4.9
2024-05-25,Saturday,467,136,122,4.71,0,1,0,0,31.6,4.78
2024-05-26,Sunday,741,732,649,4.02,0,0,1,0,23.1,7.55
2024-05-27,Monday,365,351,318,7.49,0,0,0,0,19.2,3.45
2024-05-28,Tuesday,488,490,477,3.63,1,0,1,0,34.8,1.86
2024-05-29,Wednesday,230,247,239,6.26,1,0,1,0,23.3,2.09
2024-05-30,Thursday,634,668,612,7.31,1,0,0,0,25.2,7.1
2024-05-31,Friday,523,548,474,4.15,1,0,0,0,33.1,4.83
2024-06-01,Saturday,349,370,335,4.55,1,0,1,0,29.4,5.12
2024-06-02,Sunday,686,625,586,1.41,0,0,0,0,34.6,4.56
2024-06-03,Monday,615,637,604,2.69,0,0,1,0,33.2,1.94
2024-06-04,Tuesday,238,232,196,4.23,0,0,0,0,26.7,3.6
2024-06-05,Wednesday,417,414,395,2.28,0,0,0,0,34.1,2.44
2024-06-06,Thursday,720,766,691,5.77,1,0,0,0,29.8,9.59
2024-06-07,Friday,638,647,564,5.86,0,0,0,0,26.0,6.89
2024-06-08,Saturday,687,725,657,10.25,0,0,1,0,30.5,10.02
2024-06-09,Sunday,196,197,179,3.7,1,0,0,0,22.5,3.5
2024-06-10,Monday,437,406,369,5.66,0,0,0,0,33.2,1.22
2024-06-11,Tuesday,165,187,171,3.29,0,0,1,0,32.5,1.03
2024-06-12,Wednesday,550,541,474,6.79,1,0,0,0,29.6,8.75
2024-06-13,Thursday,235,257,224,1.0,1,0,0,0,19.4,5.51
2024-06-14,Friday,399,417,367,8.26,0,0,0,0,34.8,1.84
2024-06-15,Saturday,540,563,505,4.39,1,0,0,0,31.2,6.62
2024-06-16,Sunday,484,515,447,8.3,1,0,0,0,28.9,7.25
2024-06-17,Monday,778,773,729,7.05,1,0,0,0,28.1,7.0
2024-06-18,Tuesday,668,618,573,1.74,1,0,0,0,26.3,3.17
2024-06-19,Wednesday,286,289,261,4.14,0,0,0,0,27.3,5.1
2024-06-20,Thursday,647,671,586,7.9,0,0,0,0,32.8,4.24
2024-06-21,Friday,626,776,674,8.31,0,0,0,1,26.4,7.9
2024-06-22,Saturday,743,715,685,4.15,0,0,0,0,27.6,1.44
2024-06-23,Sunday,372,376,344,3.48,0,0,0,0,28.4,4.16
2024-06-24,Monday,521,564,493,5.12,0,0,0,0,28.5,3.04
2024-06-25,Tuesday,551,532,501,6.11,0,0,0,0,25.9,3.12
2024-06-26,Wednesday,592,607,576,4.92,0,0,1,0,28.1,2.64
2024-06-27,Thursday,639,582,557,4.21,0,0,0,0,30.7,1.23
2024-06-28,Friday,764,693,653,1.82,1,0,0,0,24.5,6.61
2024-06-29,Saturday,422,411,371,4.24,0,0,0,0,28.2,6.46
2024-06-30,Sunday,675,680,617,5.86,0,0,0,0,38.7,4.35
2024-07-01,Monday,308,275,246,5.61,0,0,0,0,28.7,3.62
2024-07-02,Tuesday,301,322,289,1.18,0,0,0,0,24.3,1.47
2024-07-03,Wednesday,769,779,734,3.0,1,0,0,0,23.8,3.36
2024-07-04,Thursday,337,98,93,6.01,0,1,0,0,22.7,0.89
2024-07-05,Friday,247,298,253,3.54,0,0,1,0,37.1,2.21
2024-07-06,Saturday,280,290,246,1.59,0,0,0,0,34.0,5.37
2024-07-07,Sunday,320,300,292,1.68,0,0,0,0,22.6,1.45
2024-07-08,Monday,332,347,316,2.78,0,0,0,0,30.1,1.23
2024-07-09,Tuesday,513,546,495,6.48,0,0,0,0,35.1,3.23
2024-07-10,Wednesday,188,182,161,4.8,0,0,0,0,28.8,0.67
2024-07-11,Thursday,676,612,579,2.57,1,0,0,0,26.5,1.2
2024-07-12,Friday,646,587,533,4.79,0,0,0,0,40.2,5.68
2024-07-13,Saturday,665,675,632,5.83,0,0,0,0,19.5,3.59
2024-07-14,Sunday,498,511,446,7.1,0,0,0,0,42.0,7.91
2024-07-15,Monday,546,586,555,2.34,0,0,0,1,29.3,0.5
2024-07-16,Tuesday,310,328,298,2.49,0,0,0,0,35.5,4.23
2024-07-17,Wednesday,165,132,128,6.53,0,0,0,0,23.0,3.03
2024-07-18,Thursday,642,679,643,4.01,1,0,1,1,25.4,6.86
2024-07-19,Friday,575,610,536,9.26,0,0,0,0,23.6,7.58
2024-07-20,Saturday,257,240,214,4.34,1,0,0,0,28.5,5.5
2024-07-21,Sunday,599,643,580,7.94,0,0,0,0,30.5,6.89
2024-07-22,Monday,460,463,408,6.65,1,0,0,0,34.3,5.16
2024-07-23,Tuesday,319,332,321,3.41,0,0,1,0,20.4,0.71
2024-07-24,Wednesday,695,663,595,6.53,1,0,0,0,29.8,6.61
2024-07-25,Thursday,563,523,475,2.91,0,0,0,0,33.5,5.4
2024-07-26,Friday,400,398,384,2.97,1,0,0,0,34.4,5.07
2024-07-27,Saturday,290,298,275,2.83,1,0,0,0,26.8,4.93
2024-07-28,Sunday,423,415,358,5.04,0,0,0,0,26.9,4.47
2024-07-29,Monday,565,626,551,5.96,0,0,0,0,28.5,4.27
2024-07-30,Tuesday,757,765,667,8.18,1,0,0,0,29.9,11.51
2024-07-31,Wednesday,188,75,59,4.53,0,1,0,0,35.5,4.18
2024-08-01,Thursday,178,150,141,2.75,0,0,0,0,22.9,1.73
2024-08-02,Friday,626,667,576,9.22,1,0,1,0,25.1,9.33
2024-08-03,Saturday,467,478,423,4.78,0,0,0,0,22.3,4.07
2024-08-04,Sunday,394,404,344,5.96,0,0,0,0,31.1,4.63
2024-08-05,Monday,421,420,385,8.97,0,0,0,0,34.5,3.22
2024-08-06,Tuesday,589,565,514,3.14,1,0,0,0,21.9,6.12
2024-08-07,Wednesday,388,415,365,4.49,0,0,0,0,29.4,5.74
2024-08-08,Thursday,526,489,452,1.27,0,0,1,0,34.1,2.97
2024-08-09,Friday,415,405,364,5.17,0,0,0,0,32.9,1.76
2024-08-10,Saturday,508,465,446,3.57,1,0,1,0,32.9,6.2
2024-08-11,Sunday,489,498,460,4.82,0,0,0,0,23.1,4.2
2024-08-12,Monday,538,502,481,2.01,0,0,0,0,32.8,0.73
2024-08-13,Tuesday,726,722,676,3.66,0,0,0,0,28.1,3.27
2024-08-14,Wednesday,152,182,153,4.19,1,0,0,0,34.4,3.78
2024-08-15,Thursday,578,556,532,1.29,1,0,0,0,31.2,3.5
2024-08-16,Friday,291,105,94,4.69,0,1,0,0,24.9,0.84
2024-08-17,Saturday,525,489,445,2.42,0,0,1,0,30.4,3.7
2024-08-18,Sunday,473,463,440,3.49,1,0,1,0,33.1,4.76
2024-08-19,Monday,295,290,270,2.82,0,0,0,0,26.5,2.72
2024-08-20,Tuesday,442,444,399,4.07,0,0,0,0,29.6,4.97
2024-08-21,Wednesday,581,478,461,1.0,1,0,0,0,22.3,3.73
2024-08-22,Thursday,734,734,684,5.17,1,0,0,0,31.7,6.26
2024-08-23,Friday,548,179,165,1.1,0,1,0,1,28.7,3.78
2024-08-24,Saturday,493,472,448,4.07,0,0,0,0,33.6,2.27
2024-08-25,Sunday,289,281,256,2.51,0,0,0,0,31.6,0.75
2024-08-26,Monday,336,354,320,4.28,0,0,0,1,27.0,4.01
2024-08-27,Tuesday,210,206,178,1.0,1,0,0,0,24.8,5.08
2024-08-28,Wednesday,529,462,448,4.91,1,0,0,0,23.6,2.71
2024-08-29,Thursday,589,626,557,8.27,1,0,0,0,26.5,10.48
2024-08-30,Friday,468,421,391,3.16,0,0,0,0,33.4,2.99
2024-08-31,Saturday,451,430,407,8.81,0,0,0,0,20.2,5.07
2024-09-01,Sunday,493,459,425,5.74,0,0,0,0,23.8,1.28
2024-09-02,Monday,160,157,149,2.48,0,0,0,0,33.3,2.3
2024-09-03,Tuesday,211,172,164,2.06,1,0,0,0,35.6,3.12
2024-09-04,Wednesday,375,341,333,1.53,0,0,0,0,24.1,4.12
2024-09-05,Thursday,302,298,278,2.54,0,0,0,1,23.8,2.42
2024-09-06,Friday,713,723,688,4.23,0,0,0,1,36.0,4.75
2024-09-07,Saturday,720,742,714,3.96,1,0,0,0,28.4,2.69
2024-09-08,Sunday,733,681,652,1.57,1,0,0,0,24.5,4.57
2024-09-09,Monday,724,694,639,7.96,1,0,0,0,34.2,8.69
2024-09-10,Tuesday,459,484,463,5.07,0,0,0,1,31.5,1.92
2024-09-11,Wednesday,392,391,345,8.36,0,0,0,0,32.7,3.52
2024-09-12,Thursday,642,686,620,6.79,0,0,0,0,24.8,9.67
2024-09-13,Friday,515,513,464,7.08,0,0,0,0,30.9,3.99
2024-09-14,Saturday,479,434,396,2.34,0,0,0,0,35.2,4.74
2024-09-15,Sunday,256,278,244,5.45,0,0,1,0,32.2,2.7
2024-09-16,Monday,375,370,326,1.7,0,0,0,0,33.6,3.42
2024-09-17,Tuesday,367,386,340,3.28,0,0,0,0,36.0,3.85
2024-09-18,Wednesday,655,672,628,9.43,0,0,0,0,31.1,5.3
2024-09-19,Thursday,408,394,376,2.86,0,0,0,0,26.2,3.54
2024-09-20,Friday,666,638,575,5.93,0,0,0,0,33.4,3.94
2024-09-21,Saturday,203,197,179,4.75,0,0,0,0,23.5,3.78
2024-09-22,Sunday,196,169,164,2.71,0,0,0,0,27.9,1.08
2024-09-23,Monday,670,596,569,2.15,0,0,0,0,31.9,2.34
2024-09-24,Tuesday,248,250,222,2.25,1,0,0,0,15.0,5.03
2024-09-25,Wednesday,169,200,176,5.26,1,0,0,0,30.3,6.02
2024-09-26,Thursday,722,704,650,6.01,0,0,0,0,30.5,5.81
2024-09-27,Friday,639,656,574,8.52,0,0,0,0,23.3,5.67
2024-09-28,Saturday,568,562,528,5.43,0,0,0,0,30.6,3.5
2024-09-29,Sunday,211,230,221,3.1,1,0,1,0,29.9,3.46
2024-09-30,Monday,294,280,252,4.06,1,0,1,0,29.2,3.59
2024-10-01,Tuesday,365,325,296,4.27,0,0,0,0,34.9,3.7
2024-10-02,Wednesday,152,153,140,2.56,0,0,0,0,33.4,0.5
2024-10-03,Thursday,309,320,288,3.63,0,0,1,0,32.2,3.77
2024-10-04,Friday,269,57,58,3.35,0,1,0,0,23.9,3.81
2024-10-05,Saturday,238,233,233,5.09,0,0,0,0,28.9,0.9
2024-10-06,Sunday,478,167,159,1.0,0,1,1,0,34.9,2.76
2024-10-07,Monday,729,714,669,9.27,0,0,0,0,27.9,6.65
2024-10-08,Tuesday,506,438,386,6.61,0,0,0,0,36.8,4.9
2024-10-09,Wednesday,759,754,694,6.58,1,0,0,0,32.3,7.09
2024-10-10,Thursday,416,441,369,4.65,1,0,0,0,37.5,9.37
2024-10-11,Friday,766,765,722,3.58,0,0,1,0,23.7,5.6
2024-10-12,Saturday,472,478,458,4.7,0,0,0,0,28.2,2.11
2024-10-13,Sunday,784,773,721,5.81,0,0,0,0,28.7,2.76
2024-10-14,Monday,690,614,585,1.77,0,0,0,0,32.0,3.68
2024-10-15,Tuesday,798,754,653,6.5,0,0,0,0,25.3,9.99
2024-10-16,Wednesday,344,356,319,3.2,0,0,0,0,21.0,3.53
2024-10-17,Thursday,481,146,123,2.28,1,1,0,0,30.9,3.78
2024-10-18,Friday,319,314,281,4.8,0,0,1,0,27.2,4.86
2024-10-19,Saturday,670,200,184,1.54,0,1,0,0,26.6,1.37
2024-10-20,Sunday,612,628,553,8.03,0,0,0,0,25.5,5.42
2024-10-21,Monday,189,175,154,1.0,0,0,0,0,29.6,1.17
2024-10-22,Tuesday,686,733,649,8.88,0,0,0,0,23.6,9.41
2024-10-23,Wednesday,410,408,394,8.78,1,0,1,0,28.0,2.33
2024-10-24,Thursday,544,552,512,6.1,1,0,0,0,24.9,4.53
2024-10-25,Friday,375,374,326,4.16,0,0,0,0,26.0,3.23
2024-10-26,Saturday,273,284,273,2.2,0,0,0,0,30.8,4.26
2024-10-27,Sunday,187,202,185,1.41,1,0,0,0,32.3,3.6
2024-10-28,Monday,477,150,132,5.43,0,1,0,0,27.5,2.02
2024-10-29,Tuesday,400,434,383,5.6,1,0,0,0,33.8,5.98
2024-10-30,Wednesday,325,347,319,1.0,0,0,0,1,24.1,2.99
2024-10-31,Thursday,751,696,649,2.47,0,0,1,0,21.4,6.74
2024-11-01,Friday,603,652,572,3.74,0,0,0,0,22.3,4.18
2024-11-02,Saturday,186,136,136,3.87,0,0,1,0,23.6,0.5
2024-11-03,Sunday,465,449,391,3.89,1,0,0,0,22.4,6.68
2024-11-04,Monday,742,823,716,9.89,0,0,0,0,39.1,10.35
2024-11-05,Tuesday,263,251,227,2.82,0,0,0,0,21.2,1.69
2024-11-06,Wednesday,189,164,147,4.86,0,0,0,0,33.7,1.8
2024-11-07,Thursday,450,486,459,3.52,1,0,0,0,28.9,6.91
2024-11-08,Friday,373,441,377,7.73,0,0,0,0,30.1,3.5
2024-11-09,Saturday,467,151,139,1.73,1,1,0,0,24.5,3.87
2024-11-10,Sunday,498,580,495,5.85,0,0,1,0,30.6,8.92
2024-11-11,Monday,264,247,226,2.84,0,0,0,0,24.4,0.5
2024-11-12,Tuesday,472,478,433,6.48,0,0,0,0,33.6,6.69
2024-11-13,Wednesday,717,645,617,2.09,0,0,0,0,34.0,1.87
2024-11-14,Thursday,189,147,144,1.63,0,0,0,0,28.3,0.5
2024-11-15,Friday,189,157,151,2.38,0,0,0,0,28.7,3.28
2024-11-16,Saturday,438,95,105,2.67,0,1,0,0,31.2,1.77
2024-11-17,Sunday,411,422,394,3.33,0,0,0,0,30.9,1.46
2024-11-18,Monday,365,124,112,4.2,0,1,0,1,34.1,3.9
2024-11-19,Tuesday,296,368,324,3.57,0,0,1,1,34.0,4.08
2024-11-20,Wednesday,485,500,478,5.49,1,0,0,0,28.9,1.94
2024-11-21,Thursday,317,250,250,3.86,0,0,0,0,26.6,0.5
2024-11-22,Friday,241,93,78,2.29,1,1,0,0,33.1,4.59
2024-11-23,Saturday,502,513,474,5.94,0,0,0,0,28.2,0.72
2024-11-24,Sunday,720,725,628,5.87,0,0,0,0,29.6,9.77
2024-11-25,Monday,720,225,192,4.61,0,1,0,0,31.7,2.31
2024-11-26,Tuesday,512,563,500,4.54,0,0,0,1,33.9,6.22
2024-11-27,Wednesday,706,734,645,7.96,0,0,0,0,30.3,11.12
2024-11-28,Thursday,494,503,470,4.01,0,0,0,0,26.1,3.4
2024-11-29,Friday,319,311,282,2.73,0,0,0,0,38.0,0.5
2024-11-30,Saturday,505,499,442,2.81,0,0,0,0,36.7,6.03
2024-12-01,Sunday,340,359,325,3.98,1,0,0,0,23.9,4.24
2024-12-02,Monday,571,561,495,8.28,1,0,0,0,24.4,7.99
2024-12-03,Tuesday,156,118,116,3.12,0,0,0,0,25.1,0.5
2024-12-04,Wednesday,282,263,236,1.17,0,0,0,0,33.2,4.5
2024-12-05,Thursday,706,676,640,4.06,1,0,0,0,38.2,5.13
2024-12-06,Friday,180,175,145,6.29,1,0,0,0,26.5,4.56
2024-12-07,Saturday,684,689,606,6.51,0,0,0,0,29.8,10.25
2024-12-08,Sunday,575,589,515,4.82,0,0,1,0,25.2,6.4
2024-12-09,Monday,543,581,524,8.78,1,0,0,0,37.5,5.3
2024-12-10,Tuesday,512,552,504,3.19,1,0,0,0,33.1,6.24
2024-12-11,Wednesday,586,142,137,2.37,0,1,0,0,24.9,2.16
2024-12-12,Thursday,700,671,616,4.42,0,0,0,0,18.5,3.26
2024-12-13,Friday,231,267,229,5.77,1,0,1,0,34.2,6.0
2024-12-14,Saturday,505,460,437,4.63,1,0,0,0,26.1,3.95
2024-12-15,Sunday,407,409,373,2.87,1,0,0,0,33.2,8.0
2024-12-16,Monday,738,768,669,6.69,1,0,0,0,30.5,11.04
2024-12-17,Tuesday,673,660,607,5.67,0,0,1,0,19.8,5.54
2024-12-18,Wednesday,444,485,425,6.19,1,0,1,0,25.0,6.05
2024-12-19,Thursday,373,345,332,2.8,0,0,0,0,27.2,0.5
2024-12-20,Friday,674,718,635,6.51,1,0,1,0,25.6,10.31
2024-12-21,Saturday,195,202,172,1.94,0,0,0,1,29.6,2.18
2024-12-22,Sunday,262,304,274,7.48,1,0,0,0,31.0,4.01
2024-12-23,Monday,382,373,329,6.07,0,0,0,0,37.9,4.93
2024-12-24,Tuesday,166,152,144,2.95,0,0,0,0,31.4,3.58
2024-12-25,Wednesday,509,649,552,9.59,0,0,0,1,36.5,12.0
2024-12-26,Thursday,372,362,325,4.17,0,0,0,0,26.6,6.0
2024-12-27,Friday,597,603,548,4.06,1,0,0,0,34.8,4.08
2024-12-28,Saturday,514,516,483,4.94,1,0,0,0,27.1,6.83
2024-12-29,Sunday,475,479,440,4.9,0,0,0,1,24.4,2.43
2024-12-30,Monday,616,600,549,8.33,0,0,0,0,24.2,6.95
2024-12-31,Tuesday,563,556,516,3.37,1,0,0,0,15.8,6.22
2025-01-01,Wednesday,604,606,526,5.17,1,0,0,0,33.3,8.24
2025-01-02,Thursday,735,196,181,7.11,1,1,0,0,22.5,5.49
